antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
ACUCAR,CAFE,0.583547557840617,0.7532133676092545,0.4980719794344473,0.8535242290748899,1.133177218805912,0.058536158233159996,1.6848290391789245
AGUA,CAFE,0.2551413881748072,0.7532133676092545,0.20244215938303342,0.7934508816120907,1.0534211363382364,0.010266255179386868,1.1948084519405604
BISCOITO SALGADO,CAFE,0.15295629820051415,0.7532133676092545,0.12917737789203085,0.8445378151260503,1.1212464507987494,0.013968649427376231,1.5874383380810104
MARGARINA COM OU SEM SAL,CAFE,0.39781491002570696,0.7532133676092545,0.31876606683804626,0.801292407108239,1.0638318988570135,0.01912655877241093,1.2419587434948893
PAO DE QUEIJO,CAFE,0.12275064267352186,0.7532133676092545,0.10796915167095116,0.8795811518324607,1.167771563354359,0.015511726726627498,2.049402034201407
PAO DE SAL,CAFE,0.18508997429305912,0.7532133676092545,0.15874035989717222,0.8576388888888888,1.1386400265453165,0.019328117049186827,1.7335256128910896
PAO FRANCES,CAFE,0.31041131105398456,0.7532133676092545,0.2384318766066838,0.7681159420289855,1.0197853291784142,0.004625927663708285,1.0642673521850898
PAO DE SAL,MARGARINA COM OU SEM SAL,0.18508997429305912,0.39781491002570696,0.13881748071979436,0.7500000000000001,1.8852988691437804,0.06518592924974062,2.4087403598971733
PAO FRANCES,MARGARINA COM OU SEM SAL,0.31041131105398456,0.39781491002570696,0.2422879177377892,0.7805383022774328,1.9620639714760668,0.1188016699598866,2.7439188533734313
"AGUA, ACUCAR",CAFE,0.16002570694087404,0.7532133676092545,0.14138817480719795,0.8835341365461848,1.1730197239469826,0.02085467317821056,2.118961085010196
"BANANA (OURO, PRATA, DAGUA, ETC), ACUCAR",CAFE,0.12789203084832904,0.7532133676092545,0.10604113110539845,0.8291457286432161,1.1008112233522562,0.00971114385974188,1.4444276425223048
"MARGARINA COM OU SEM SAL, ACUCAR",CAFE,0.2583547557840617,0.7532133676092545,0.2210796915167095,0.8557213930348259,1.1360942726639838,0.02648343587472987,1.7104866589841325
